rank,source,segment,factor,factor_type,grade,mark,score_std,n_bins,edge_bins,avg_win_roi,avg_place_roi,best_bin_win_roi,best_bin_place_roi,total_samples
619,phase2,SURFACE_2_芝,kijun_ninkijun_fukusho+taikei_tomo,combo,A,★★,4.983,240,49,73.7,79.6,284.6,184.6,36556
620,phase2,GLOBAL,gekiso_juni+prev1_chakujun,combo,A,★★,4.982,254,58,81.2,77.0,414.0,140.7,71058
621,phase2,GLOBAL,barei+prev1_chakujun,combo,A,★★,4.974,113,24,79.1,77.2,297.2,220.1,74896
622,phase2,SURFACE_2_ダ,kyakushitsu+prev1_bataiju,combo,A,★★,4.974,228,55,74.2,78.9,428.0,201.2,32364
623,phase2,SURFACE_2_ダ,dochu_juni+sanchimei,combo,A,★★,4.968,132,27,75.7,74.8,340.1,133.7,34029
624,phase2,SURFACE_2_芝,moshoku_code+nyukyu_nannichimae,combo,A,★★,4.965,151,36,77.1,77.3,310.9,166.1,25569
625,phase2,GLOBAL,gekiso_type+sanchimei,combo,A,★★,4.962,71,17,77.9,79.1,235.8,148.1,32480
626,phase2,GLOBAL,kijun_ninkijun_tansho+ls_shisu_juni,combo,A,★★,4.959,127,27,80.0,78.8,322.8,164.7,77878
627,phase2,SURFACE_2_芝,kishu_minarai_code+kyori_tekisei_2,combo,A,★★,4.959,5,1,82.8,86.0,172.2,131.7,503
628,phase2,SURFACE_2_ダ,hizume_code+yoso_juni,combo,A,★★,4.953,148,29,77.5,77.6,365.6,171.6,32190
629,phase2,GLOBAL,dochu_juni+prev1_chakujun,combo,A,★★,4.949,255,56,80.2,77.2,313.7,223.7,71073
630,phase2,SURFACE_2_芝,joho_shisu+manken_shirushi,combo,A,★★,4.942,309,78,78.5,79.1,311.3,162.6,27240
631,phase2,SURFACE_2_ダ,kishu_minarai_code+manken_shirushi,combo,A,★★,4.941,36,10,80.7,78.3,252.7,133.7,5353
632,phase2,SURFACE_2_ダ,futan_juryo+prev2_chakujun,combo,A,★★,4.936,128,34,82.8,79.2,318.4,162.8,30727
633,phase2,GLOBAL,dochu_juni+kishu_minarai_code,combo,A,★★,4.935,76,20,72.3,73.3,241.2,118.3,17050
634,phase2,SURFACE_2_芝,barei+dochu_juni,combo,A,★★,4.928,104,26,79.2,77.6,386.8,137.9,43864
635,phase2,SURFACE_2_芝,hobokusaki_rank+prev1_keibajo,combo,A,★★,4.928,50,5,81.5,80.2,400.3,143.6,36052
636,phase2,GLOBAL,kijun_ninkijun_fukusho+prev1_corner4,combo,A,★★,4.928,256,57,80.8,80.1,291.9,197.4,74896
637,phase2,SURFACE_2_芝,kijun_ninkijun_tansho+taikei_tomo,combo,A,★★,4.928,237,46,73.8,79.4,284.6,187.2,36556
638,phase2,GLOBAL,kyakushitsu+prev1_bataiju,combo,A,★★,4.925,276,65,78.4,77.8,483.1,220.8,74869
639,phase2,GLOBAL,chokyoshi_rank+nyukyu_nannichimae,combo,A,★★,4.924,193,49,77.1,75.1,306.8,138.3,44546
640,phase2,GLOBAL,nyukyu_nannichimae+tenkai_kigo_code,combo,A,★★,4.923,168,52,86.4,78.1,348.3,149.7,42371
641,phase2,GLOBAL,kijun_ninkijun_tansho+prev1_corner4,combo,A,★★,4.921,256,57,80.8,80.1,291.1,192.6,74896
642,phase2,GLOBAL,gekiso_juni+sanchimei,combo,A,★★,4.917,183,34,78.7,77.6,351.2,153.2,77878
643,phase2,SURFACE_2_芝,goal_sa+yy_int,combo,A,★★,4.915,253,61,79.1,76.9,313.2,151.4,43864
644,phase2,GLOBAL,hizume_code+prev1_chakujun,combo,A,★★,4.914,220,51,79.9,79.9,315.9,207.4,74261
645,phase2,GLOBAL,babajotai_heavy+nyukyu_nannichimae,combo,A,★★,4.913,119,28,81.0,75.3,316.6,148.3,44547
646,phase2,SURFACE_2_芝,futan_juryo+tenkai_kigo_code,combo,A,★★,4.913,45,11,91.1,79.8,304.7,138.3,43864
647,phase2,SURFACE_2_ダ,gekiso_juni+prev1_keibajo,combo,A,★★,4.912,149,42,82.8,78.6,358.7,141.2,32371
648,phase2,SURFACE_2_芝,kishu_minarai_code+kyakushitsu,combo,A,★★,4.911,25,6,81.5,72.3,180.3,146.7,7408
649,phase2,SURFACE_2_ダ,goal_juni+kishu_minarai_code,combo,A,★★,4.91,65,17,81.3,79.8,272.8,147.4,9641
650,phase2,GLOBAL,chokyo_yajirushi_code+shirushi_code_1,combo,A,★★,4.909,25,4,90.5,85.2,258.4,150.9,49566
651,phase2,SURFACE_2_芝,futan_juryo+prev1_corner4,combo,A,★★,4.908,135,35,85.5,80.0,330.7,163.4,38702
652,phase2,GLOBAL,chokyo_yajirushi_code+prev1_keibajo,combo,A,★★,4.907,43,7,79.7,81.6,284.0,155.3,74896
653,phase2,SURFACE_2_芝,gekiso_juni+kishu_minarai_code,combo,A,★★,4.906,58,12,72.6,71.1,323.4,117.3,7409
654,phase2,GLOBAL,kijun_ninkijun_fukusho+ls_shisu_juni,combo,A,★★,4.902,126,26,80.3,78.9,323.8,164.7,77878
655,phase2,GLOBAL,barei+manken_shisu,combo,A,★★,4.901,328,85,77.8,77.8,390.2,173.0,81154
656,phase2,GLOBAL,manken_shisu+moshoku_code,combo,A,★★,4.901,307,57,78.9,78.8,405.9,197.2,81154
657,phase2,SURFACE_2_ダ,joho_shisu+kyori_tekisei_2,combo,A,★★,4.898,39,8,74.0,80.7,301.7,137.7,4232
658,phase2,SURFACE_2_芝,gekiso_juni+hizume_code,combo,A,★★,4.888,163,33,75.0,78.0,354.7,154.7,38259
659,phase2,GLOBAL,dochu_juni+yoso_juni,combo,A,★★,4.881,256,49,77.8,77.4,499.9,158.2,77893
660,phase2,GLOBAL,kohan_3f_juni+prev2_chakujun,combo,A,★★,4.881,253,56,79.1,79.0,397.3,176.5,66076
661,phase2,SURFACE_2_ダ,hizume_code+prev3_chakujun,combo,A,★★,4.88,147,36,77.9,80.0,276.9,170.4,28751
662,phase2,SURFACE_2_芝,kyakushitsu+ls_shisu_juni,combo,A,★★,4.879,45,8,91.7,82.4,302.8,160.6,43847
663,phase2,GLOBAL,prev3_chakujun+yoso_juni,combo,A,★★,4.877,253,52,78.6,80.1,413.1,172.8,65361
664,phase2,SURFACE_2_芝,gekiso_juni+yoso_juni,combo,A,★★,4.874,251,62,78.3,78.6,296.8,158.3,43849
665,phase2,SURFACE_2_芝,manken_shisu+tenkai_kigo_code,combo,A,★★,4.874,254,66,80.0,78.5,355.8,174.2,43579
666,phase2,SURFACE_2_芝,manken_shirushi+prev1_corner4,combo,A,★★,4.873,134,35,82.0,79.4,335.3,129.6,24030
667,phase2,SURFACE_2_芝,babajotai_heavy+goal_sa,combo,A,★★,4.871,86,13,74.3,78.6,312.8,201.3,43864
668,phase2,SURFACE_2_芝,goal_juni+kyori_tekisei_2,combo,A,★★,4.87,44,10,72.7,74.6,210.8,157.5,6805
669,phase2,GLOBAL,uma_deokure_ritsu+yy_int,combo,A,★★,4.868,379,98,78.6,78.4,321.6,167.4,74787
670,phase2,GLOBAL,goal_sa+yy_int,combo,A,★★,4.867,291,54,76.1,75.3,500.0,139.6,77893
671,phase2,GLOBAL,kishu_rank+manken_shisu,combo,A,★★,4.866,304,66,77.5,76.9,319.5,177.8,80974
672,phase2,SURFACE_2_芝,barei+prev1_chakujun,combo,A,★★,4.865,94,22,79.2,75.4,321.8,132.9,38702
673,phase2,SURFACE_2_ダ,manken_shirushi+sanchimei,combo,A,★★,4.862,75,15,81.1,77.8,283.8,129.3,21746
674,phase2,SURFACE_2_ダ,agari_shisu_juni+futan_juryo,combo,A,★★,4.861,124,28,80.8,78.4,333.5,173.9,34029
675,phase2,SURFACE_2_芝,hobokusaki_rank+kishu_minarai_code,combo,A,★★,4.86,23,5,82.6,76.2,202.4,118.4,6746
676,phase2,SURFACE_2_ダ,hobokusaki_rank+prev1_bataiju,combo,A,★★,4.859,249,57,74.8,77.4,250.1,147.3,30285
677,phase2,SURFACE_2_芝,kyori_tekisei_2+prev2_chakujun,combo,A,★★,4.856,44,11,77.8,76.6,215.1,115.4,6787
678,phase2,SURFACE_2_芝,babajotai_heavy+kishu_minarai_code,combo,A,★★,4.852,14,4,83.1,74.5,178.2,106.7,7409
679,phase2,GLOBAL,bac_tosu+prev1_chakujun,combo,A,★★,4.851,176,30,81.2,77.6,441.5,206.3,74896
680,phase2,SURFACE_2_芝,sanchimei+yy_int,combo,A,★★,4.841,115,20,80.7,78.4,373.7,190.3,43864
681,phase2,SURFACE_2_芝,kohan_3f_juni+ls_shisu_juni,combo,A,★★,4.838,131,27,81.2,79.7,390.6,213.8,43849
682,phase2,SURFACE_2_芝,hizume_code+prev2_chakujun,combo,A,★★,4.833,161,31,75.5,78.9,326.0,184.4,35153
683,phase2,SURFACE_2_芝,hobokusaki_rank+prev3_chakujun,combo,A,★★,4.833,81,19,83.1,84.2,395.4,171.2,30785
684,phase2,SURFACE_2_ダ,babajotai_heavy+goal_sa,combo,A,★★,4.832,95,17,75.2,73.2,333.0,117.4,34029
685,phase2,SURFACE_2_芝,hobokusaki_rank+ls_shisu_juni,combo,A,★★,4.832,45,10,89.2,85.3,278.7,231.8,40446
686,phase2,SURFACE_2_ダ,chokyo_yajirushi_code+prev2_chakujun,combo,A,★★,4.83,46,9,73.9,78.4,261.6,145.3,30727
687,phase2,SURFACE_2_ダ,gekiso_juni+kishu_minarai_code,combo,A,★★,4.827,65,18,80.9,78.5,228.9,150.8,9641
688,phase2,SURFACE_2_芝,hizume_code+yoso_juni,combo,A,★★,4.827,166,37,74.8,80.4,294.3,200.3,38274
689,phase2,GLOBAL,prev1_chakujun+prev1_corner4,combo,A,★★,4.824,263,56,78.8,75.8,338.8,139.2,74896
690,phase2,GLOBAL,gekiso_type+prev1_corner4,combo,A,★★,4.819,102,27,82.3,79.6,262.6,149.6,29802
691,phase2,SURFACE_2_芝,agari_shisu_juni+yoso_juni,combo,A,★★,4.817,249,59,78.7,77.1,335.7,173.3,43864
692,phase2,SURFACE_2_ダ,kyori_tekisei_2+moshoku_code,combo,A,★★,4.809,15,5,81.8,77.2,218.3,94.4,4232
693,phase2,SURFACE_2_ダ,prev1_corner4+prev1_keibajo,combo,A,★★,4.807,153,40,79.1,75.8,292.3,130.7,32371
694,phase2,SURFACE_2_ダ,kyori_tekisei_2+manken_shirushi,combo,A,★★,4.805,22,9,80.1,80.4,213.8,117.8,3193
695,phase2,GLOBAL,goal_sa+hobokusaki_rank,combo,A,★★,4.8,162,34,74.4,73.6,309.9,234.0,72175
696,phase2,GLOBAL,agari_shisu_juni+prev1_corner4,combo,A,★★,4.799,262,58,78.2,77.2,310.7,168.2,71073
697,phase2,GLOBAL,hobokusaki_rank+prev2_chakujun,combo,A,★★,4.796,87,17,76.6,80.8,351.3,156.2,65599
698,phase2,SURFACE_2_芝,ls_shisu_juni+prev2_chakujun,combo,A,★★,4.796,127,24,76.5,81.1,394.1,180.7,35334
699,phase2,GLOBAL,dochu_juni+goal_juni,combo,A,★★,4.794,255,54,79.0,76.5,340.0,176.0,77893
700,phase2,GLOBAL,kishu_rank+prev1_keibajo,combo,A,★★,4.794,66,9,77.0,78.1,357.1,214.7,74720
701,phase2,SURFACE_2_芝,goal_juni+kohan_3f_juni,combo,A,★★,4.787,244,68,77.7,77.3,231.4,171.3,43864
702,phase2,SURFACE_2_芝,kohan_3f_juni+yoso_juni,combo,A,★★,4.786,256,70,78.0,78.2,253.4,196.0,43864
703,phase2,SURFACE_2_芝,manken_shirushi+prev1_chakujun,combo,A,★★,4.786,127,36,78.7,78.2,270.4,214.1,24030
704,phase2,SURFACE_2_芝,futan_juryo+yoso_juni,combo,A,★★,4.783,131,30,80.6,79.1,312.3,142.3,43864
705,phase2,SURFACE_2_芝,gekiso_juni+kohan_3f_juni,combo,A,★★,4.783,256,66,78.8,78.0,368.3,169.2,43849
706,phase2,GLOBAL,goal_juni+kishu_minarai_code,combo,A,★★,4.781,75,15,78.0,73.1,297.3,116.7,17050
707,phase2,SURFACE_2_ダ,barei+yoso_juni,combo,A,★★,4.778,85,19,73.8,75.4,284.1,144.9,34029
708,phase2,GLOBAL,hizume_code+prev2_chakujun,combo,A,★★,4.778,216,52,79.8,80.6,314.1,245.2,69626
709,phase2,SURFACE_2_芝,goal_sa+moshoku_code,combo,A,★★,4.773,134,29,76.2,75.7,318.2,156.5,43864
710,phase2,GLOBAL,prev2_chakujun+yoso_juni,combo,A,★★,4.773,252,55,78.1,79.6,391.0,173.7,69898
711,phase2,SURFACE_2_芝,manken_shisu+moshoku_code,combo,A,★★,4.771,260,60,74.8,77.0,416.3,180.6,43579
712,phase2,SURFACE_2_ダ,manken_shirushi+manken_shisu,combo,A,★★,4.766,204,43,75.2,79.7,297.8,147.4,21746
713,phase2,GLOBAL,barei+goal_sa,combo,A,★★,4.764,172,33,75.5,74.4,298.8,132.7,77893
714,phase2,SURFACE_2_ダ,barei+hizume_code,combo,A,★★,4.764,70,14,76.0,76.7,298.4,124.9,32190
715,phase2,SURFACE_2_芝,barei+kijun_ninkijun_tansho,combo,A,★★,4.762,92,25,82.1,78.3,237.9,155.9,43864
716,phase2,SURFACE_2_芝,barei+kijun_ninkijun_fukusho,combo,A,★★,4.76,92,24,82.2,78.4,235.2,155.0,43864
717,phase2,SURFACE_2_ダ,goal_sa+moshoku_code,combo,A,★★,4.759,146,44,79.6,74.8,239.2,153.7,34029
718,phase2,SURFACE_2_芝,ls_shisu_juni+taikei_tomo,combo,A,★★,4.756,154,39,80.6,81.3,381.7,191.9,36542
719,phase2,GLOBAL,bac_tosu+prev3_chakujun,combo,A,★★,4.755,164,32,80.5,78.7,389.1,155.6,65361
720,phase2,SURFACE_2_芝,dochu_juni+sanchimei,combo,A,★★,4.755,150,32,78.7,77.9,377.8,239.6,43864
721,phase2,GLOBAL,futan_juryo+taikei_tomo,combo,A,★★,4.753,201,45,82.4,78.9,338.7,172.0,71340
722,phase2,SURFACE_2_芝,kijun_ninkijun_tansho+yy_int,combo,A,★★,4.749,160,32,81.1,80.9,297.3,203.1,43864
723,phase2,GLOBAL,kijun_ninkijun_tansho+kishu_rank,combo,A,★★,4.744,80,11,81.8,79.1,327.7,119.1,81536
724,phase2,GLOBAL,barei+hizume_code,combo,A,★★,4.74,102,17,78.2,81.9,353.1,220.2,74285
725,phase2,GLOBAL,babajotai_heavy+uma_deokure_ritsu,combo,A,★★,4.737,150,31,80.2,81.1,274.2,170.0,74787
726,phase2,GLOBAL,futan_juryo+kyori_tekisei_2,combo,A,★★,4.737,25,4,80.3,80.3,290.7,123.9,11037
727,phase2,GLOBAL,chokyoshi_rank+hizume_code,combo,A,★★,4.736,91,15,82.0,80.1,362.4,185.4,74265
728,phase2,SURFACE_2_芝,gekiso_type+prev1_keibajo,combo,A,★★,4.735,60,19,84.3,81.4,247.8,165.0,15193
729,phase2,SURFACE_2_芝,kyori_tekisei_2+prev1_corner4,combo,A,★★,4.733,46,12,75.4,73.9,249.1,116.2,6805
730,phase2,SURFACE_2_ダ,bac_tosu+prev2_chakujun,combo,A,★★,4.732,112,23,79.2,76.9,273.6,156.0,30727
731,phase2,SURFACE_2_芝,goal_sa+ls_shisu_juni,combo,A,★★,4.732,181,41,75.1,75.5,299.1,209.1,43849
732,phase2,SURFACE_2_ダ,bac_tosu+hizume_code,combo,A,★★,4.73,98,21,81.0,77.9,329.6,173.9,32190
733,phase2,GLOBAL,chokyoshi_rank+prev1_keibajo,combo,A,★★,4.73,61,10,80.3,79.6,264.6,151.5,74832
734,phase2,SURFACE_2_ダ,chokyoshi_rank+prev2_chakujun,combo,A,★★,4.723,80,17,82.1,77.4,326.5,134.1,30723
735,phase2,SURFACE_2_ダ,gekiso_type+kyori_tekisei_2,combo,A,★★,4.721,15,5,72.4,78.9,158.8,128.6,1719
736,phase2,GLOBAL,kishu_minarai_code+yoso_juni,combo,A,★★,4.718,76,22,76.5,77.5,228.2,149.1,17199
737,phase2,SURFACE_2_芝,chokyoshi_rank+taikei_tomo,combo,A,★★,4.715,117,25,79.9,77.8,276.9,144.9,36545
738,phase2,SURFACE_2_ダ,futan_juryo+taikei_tomo,combo,A,★★,4.715,143,39,79.4,77.8,265.9,162.8,30987
739,phase2,SURFACE_2_ダ,hizume_code+hobokusaki_rank,combo,A,★★,4.715,76,14,77.5,76.7,273.8,125.0,30129
740,phase2,GLOBAL,manken_shirushi+manken_shisu,combo,A,★★,4.715,308,81,79.5,79.1,328.9,169.3,51354
741,phase2,GLOBAL,goal_sa+kishu_rank,combo,A,★★,4.713,166,28,71.0,71.7,293.5,193.0,77713
742,phase2,SURFACE_2_芝,babajotai_heavy+nyukyu_nannichimae,combo,A,★★,4.708,97,27,83.9,78.3,266.9,169.3,25569
743,phase2,SURFACE_2_芝,kijun_ninkijun_fukusho+yy_int,combo,A,★★,4.705,160,30,81.1,80.9,297.3,203.1,43864
744,phase2,GLOBAL,dochu_juni+gekiso_type,combo,A,★★,4.704,96,24,81.4,79.7,277.8,153.4,30801
745,phase2,SURFACE_2_芝,hizume_code+kyakushitsu,combo,A,★★,4.701,66,12,76.1,80.1,251.1,145.9,38272
746,phase2,GLOBAL,kijun_ninkijun_fukusho+kishu_rank,combo,A,★★,4.701,80,11,81.7,79.1,327.7,117.8,81536
747,phase2,SURFACE_2_芝,ls_shisu_juni+moshoku_code,combo,A,★★,4.701,50,11,86.2,82.0,284.4,148.7,43849
748,phase2,SURFACE_2_ダ,manken_shisu+shirushi_code_1,combo,A,★★,4.7,256,57,76.7,78.7,361.6,181.6,20701
749,phase2,GLOBAL,prev1_corner4+yoso_juni,combo,A,★★,4.7,267,64,76.0,78.1,408.1,224.8,74896
750,phase2,SURFACE_2_ダ,gekiso_juni+sanchimei,combo,A,★★,4.699,132,29,78.2,76.7,281.5,120.1,34029
751,phase2,GLOBAL,hizume_code+tenkai_kigo_code,combo,A,★★,4.698,85,15,81.6,78.0,280.8,134.6,70464
752,phase2,SURFACE_2_芝,barei+moshoku_code,combo,A,★★,4.694,38,8,78.1,80.0,248.5,132.5,43864
753,phase2,SURFACE_2_芝,babajotai_heavy+kijun_ninkijun_fukusho,combo,A,★★,4.692,49,13,83.0,81.8,270.9,221.9,43864
754,phase2,SURFACE_2_芝,babajotai_heavy+kijun_ninkijun_tansho,combo,A,★★,4.691,49,12,83.1,81.8,264.5,216.7,43864
755,phase2,GLOBAL,dochu_juni+kijun_ninkijun_tansho,combo,A,★★,4.69,249,54,81.3,80.4,276.9,239.0,77893
756,phase2,SURFACE_2_芝,kijun_ninkijun_fukusho+kishu_rank,combo,A,★★,4.686,79,14,78.4,80.0,328.4,153.2,43738
757,phase2,GLOBAL,manken_shirushi+taikei_tomo,combo,A,★★,4.683,185,38,80.7,78.5,362.1,161.4,45051
758,phase2,SURFACE_2_ダ,gekiso_juni+hizume_code,combo,A,★★,4.675,143,39,79.9,78.7,246.2,151.1,32190
759,phase2,GLOBAL,goal_sa+kyakushitsu,combo,A,★★,4.672,162,32,76.2,74.0,274.4,169.6,77890
760,phase2,SURFACE_2_ダ,kijun_ninkijun_tansho+shirushi_code_1,combo,A,★★,4.672,68,17,84.1,78.3,286.7,145.1,20831
761,phase2,SURFACE_2_芝,bac_tosu+goal_sa,combo,A,★★,4.671,251,57,74.8,76.3,296.5,175.7,43864
762,phase2,GLOBAL,kohan_3f_juni+ls_shisu_juni,combo,A,★★,4.671,141,25,78.4,77.8,353.5,150.4,77878
763,phase2,SURFACE_2_芝,kijun_ninkijun_tansho+kishu_rank,combo,A,★★,4.665,80,14,78.2,79.8,328.4,153.2,43738
764,phase2,GLOBAL,dochu_juni+kijun_ninkijun_fukusho,combo,A,★★,4.664,249,54,81.2,80.4,276.9,239.0,77893
765,phase2,SURFACE_2_芝,chokyo_yajirushi_code+kohan_3f_juni,combo,A,★★,4.663,53,7,73.6,79.6,259.5,151.4,43864
766,phase2,SURFACE_2_芝,barei+hobokusaki_rank,combo,A,★★,4.662,33,6,81.2,77.9,234.2,111.3,40461
767,phase2,GLOBAL,hobokusaki_rank+prev1_bataiju,combo,A,★★,4.662,323,75,75.4,77.8,313.0,174.3,69961
768,phase2,SURFACE_2_ダ,shirushi_code_1+uma_deokure_ritsu,combo,A,★★,4.661,153,38,83.4,82.8,329.2,175.9,20009
769,phase2,SURFACE_2_ダ,chokyo_yajirushi_code+gekiso_type,combo,A,★★,4.651,18,2,70.8,84.6,201.7,155.2,13542
770,phase2,SURFACE_2_ダ,kijun_ninkijun_fukusho+shirushi_code_1,combo,A,★★,4.651,68,15,84.1,78.5,286.7,145.1,20831
771,phase2,SURFACE_2_ダ,nyukyu_nannichimae+tenkai_kigo_code,combo,A,★★,4.649,117,33,75.8,73.2,248.9,152.4,16802
772,phase2,SURFACE_2_芝,agari_shisu_juni+manken_shirushi,combo,A,★★,4.646,128,32,80.0,77.8,365.2,141.1,27240
773,phase2,GLOBAL,prev3_chakujun+taikei_tomo,combo,A,★★,4.646,302,73,78.2,78.4,325.7,158.5,63588
774,phase2,GLOBAL,prev1_corner4+prev2_chakujun,combo,A,★★,4.645,268,62,77.8,78.2,303.5,190.6,69898
775,phase2,SURFACE_2_ダ,dochu_juni+hizume_code,combo,A,★★,4.644,142,33,79.1,78.9,234.7,138.2,32190
776,phase2,SURFACE_2_ダ,chokyo_yajirushi_code+kyori_tekisei_2,combo,A,★★,4.642,8,1,87.8,80.7,198.8,100.4,4232
777,phase2,GLOBAL,kishu_minarai_code+prev1_corner4,combo,A,★★,4.641,72,18,76.5,75.5,230.4,152.6,15870
778,phase2,GLOBAL,chokyoshi_rank+prev2_chakujun,combo,A,★★,4.638,86,8,80.3,80.5,370.5,151.8,69836
779,phase2,GLOBAL,goal_sa+manken_shirushi,combo,A,★★,4.638,199,49,77.0,76.7,287.4,190.0,48986
780,phase2,SURFACE_2_芝,agari_shisu_juni+futan_juryo,combo,A,★★,4.636,133,28,80.9,78.3,338.1,147.0,43864
781,phase2,SURFACE_2_ダ,agari_shisu_juni+chokyo_yajirushi_code,combo,A,★★,4.634,48,6,70.7,78.4,245.8,220.4,34029
782,phase2,SURFACE_2_ダ,hizume_code+sanchimei,combo,A,★★,4.634,119,28,75.3,76.9,234.3,215.0,32190
783,phase2,GLOBAL,joho_shisu+kyori_tekisei_2,combo,A,★★,4.634,105,29,75.8,78.3,279.5,128.5,11037
784,phase2,GLOBAL,gekiso_type+tenkai_kigo_code,combo,A,★★,4.633,30,6,89.1,80.7,272.6,144.2,30801
785,phase2,SURFACE_2_芝,kishu_rank+taikei_tomo,combo,A,★★,4.633,109,21,79.5,78.2,299.0,164.2,36450
786,phase2,SURFACE_2_ダ,bac_tosu+prev1_chakujun,combo,A,★★,4.632,116,23,81.2,75.5,320.1,132.5,32371
787,phase2,SURFACE_2_芝,kohan_3f_juni+kyakushitsu,combo,A,★★,4.629,82,13,81.5,78.6,317.6,114.4,43862
788,phase2,GLOBAL,dochu_juni+ls_shisu_juni,combo,A,★★,4.628,141,25,77.3,78.5,431.7,171.9,77878
789,phase2,GLOBAL,gekiso_juni+hizume_code,combo,A,★★,4.625,219,39,76.7,77.9,358.3,203.4,70449
790,phase2,GLOBAL,goal_sa+moshoku_code,combo,A,★★,4.624,174,36,74.9,74.0,288.3,131.5,77893
791,phase2,SURFACE_2_ダ,hobokusaki_rank+prev2_chakujun,combo,A,★★,4.623,78,13,77.6,75.6,324.3,152.0,28813
792,phase2,GLOBAL,ls_shisu_juni+prev2_chakujun,combo,A,★★,4.623,139,30,78.5,81.0,407.4,154.4,66061
793,phase2,SURFACE_2_芝,agari_shisu_juni+kyori_tekisei_2,combo,A,★★,4.622,46,12,77.6,77.9,210.0,120.6,6805
794,phase2,SURFACE_2_ダ,chokyo_yajirushi_code+prev1_corner4,combo,A,★★,4.622,48,7,75.8,78.8,261.6,200.2,32371
795,phase2,SURFACE_2_芝,goal_juni+yoso_juni,combo,A,★★,4.622,235,53,77.0,78.3,272.5,190.8,43864
796,phase2,GLOBAL,futan_juryo+prev2_chakujun,combo,A,★★,4.621,164,40,82.2,80.9,301.2,154.1,69898
797,phase2,GLOBAL,gekiso_juni+prev1_corner4,combo,A,★★,4.621,270,59,76.5,77.0,354.2,163.1,71058
798,phase2,GLOBAL,hizume_code+kishu_minarai_code,combo,A,★★,4.62,56,15,77.5,78.3,244.8,142.0,15716
799,phase2,SURFACE_2_芝,hizume_code+kishu_rank,combo,A,★★,4.619,75,12,77.2,82.4,230.6,186.8,38164
800,phase2,SURFACE_2_芝,nyukyu_nannichimae+shirushi_code_1,combo,A,★★,4.618,151,39,82.4,80.1,417.9,182.3,13749
801,phase2,SURFACE_2_芝,futan_juryo+ls_shisu_juni,combo,A,★★,4.612,71,17,92.8,81.9,283.4,160.3,43849
802,phase2,GLOBAL,gekiso_type+goal_juni,combo,A,★★,4.6,93,18,76.8,78.2,307.5,155.5,30801
803,phase2,SURFACE_2_芝,goal_sa+hobokusaki_rank,combo,A,★★,4.598,136,28,70.2,75.5,253.7,157.3,40461
804,phase2,GLOBAL,goal_juni+kyori_tekisei_2,combo,A,★★,4.597,45,9,75.3,76.5,248.3,152.1,11037
805,phase2,GLOBAL,kijun_ninkijun_tansho+tenkai_kigo_code,combo,A,★★,4.596,80,16,86.7,80.7,302.4,138.3,77893
806,phase2,SURFACE_2_ダ,kishu_minarai_code+prev1_corner4,combo,A,★★,4.594,55,21,84.1,81.9,223.1,164.8,9235
807,phase2,SURFACE_2_ダ,hizume_code+kohan_3f_juni,combo,A,★★,4.591,141,37,78.6,77.0,238.8,162.5,32190
808,phase2,SURFACE_2_芝,kishu_minarai_code+kishu_rank,combo,A,★★,4.585,20,4,79.3,78.7,201.2,162.3,7406
809,phase2,GLOBAL,hizume_code+sanchimei,combo,A,★★,4.579,167,27,75.6,77.7,299.5,148.0,74285
810,phase2,SURFACE_2_芝,barei+sanchimei,combo,A,★★,4.578,77,15,76.9,79.6,315.7,136.2,43864
811,phase2,SURFACE_2_芝,babajotai_heavy+prev1_bataiju,combo,A,★★,4.577,162,40,75.7,76.6,323.3,144.2,38683
812,phase2,SURFACE_2_ダ,hizume_code+prev1_corner4,combo,A,★★,4.577,147,36,73.4,77.5,241.8,171.3,32179
813,phase2,SURFACE_2_芝,gekiso_juni+goal_juni,combo,A,★★,4.575,246,59,78.3,78.2,236.5,234.9,43849
814,phase2,GLOBAL,prev1_bataiju+tenkai_kigo_code,combo,A,★★,4.575,314,74,79.7,78.0,284.8,173.1,71047
815,phase2,SURFACE_2_芝,futan_juryo+manken_shirushi,combo,A,★★,4.574,64,14,88.3,81.5,302.2,133.6,27240
816,phase2,SURFACE_2_芝,prev1_corner4+sanchimei,combo,A,★★,4.572,142,30,75.4,76.7,266.7,153.2,38702
817,phase2,GLOBAL,joho_shisu+kishu_minarai_code,combo,A,★★,4.571,116,31,83.5,78.5,284.6,145.7,17199
818,phase2,SURFACE_2_芝,dochu_juni+ls_shisu_juni,combo,A,★★,4.57,133,30,80.9,80.9,344.4,265.7,43849
819,phase2,GLOBAL,kijun_ninkijun_fukusho+tenkai_kigo_code,combo,A,★★,4.57,80,16,86.6,80.6,304.6,138.3,77893
820,phase2,SURFACE_2_ダ,barei+prev1_corner4,combo,A,★★,4.568,87,17,72.1,76.0,259.8,153.6,32371
821,phase2,SURFACE_2_ダ,kohan_3f_juni+sanchimei,combo,A,★★,4.565,132,26,73.2,74.5,382.1,125.9,34029
822,phase2,SURFACE_2_芝,prev3_chakujun+tenkai_kigo_code,combo,A,★★,4.565,81,18,86.7,81.2,264.7,166.3,32743
823,phase2,SURFACE_2_芝,futan_juryo+kyakushitsu,combo,A,★★,4.563,44,8,85.3,79.7,294.6,135.4,43862
